selected,1116180.java,16,33,selected,2205567.java,17,34,1,y,
selected,1116180.java,16,33,selected,915091.java,17,38,0.989665,y,
selected,1134793.java,13,30,selected,258989.java,13,30,1,y,
selected,1134793.java,32,49,selected,1569687.java,32,47,0.941666,y,
selected,1134793.java,32,49,selected,1756207.java,35,50,0.958547,y,
selected,1134793.java,52,63,selected,2126890.java,53,65,0.901992,y,
selected,1134793.java,52,63,selected,358730.java,49,60,0.963687,y,
selected,1134793.java,52,63,selected,765090.java,54,66,0.948731,y,
selected,1134793.java,66,82,selected,2068337.java,96,114,0.913455,y,
selected,1151803.java,52,63,selected,1619323.java,52,63,0.959022,y,
selected,1151803.java,96,109,selected,1700869.java,131,144,1,y,
selected,117603.java,288,310,selected,2080675.java,287,309,1,y,
selected,1181096.java,54,66,selected,549461.java,54,66,1,y,
selected,1181096.java,69,89,selected,1661446.java,77,98,0.989497,y,
selected,1203839.java,32,54,selected,1244579.java,106,127,0.935204,y,
selected,1244579.java,149,157,selected,2256163.java,252,260,1,y,
selected,1259974.java,15,38,selected,2512045.java,13,34,0.962264,y,
selected,1259974.java,40,56,selected,258989.java,66,82,0.907501,n,
selected,1259974.java,40,56,selected,745206.java,31,46,0.980657,y,
selected,1259974.java,62,78,selected,2448733.java,31,46,0.902068,y,
selected,1259974.java,81,92,selected,281911.java,65,77,0.976103,y,
selected,1259974.java,81,92,selected,31287.java,49,60,1,y,
selected,1261165.java,41,74,selected,2706330.java,42,75,1,y,
selected,1266160.java,160,185,selected,1939572.java,136,161,0.997559,y,
selected,1284359.java,13,30,selected,701947.java,12,29,1,y,
selected,1284359.java,32,57,selected,2638560.java,77,98,0.915006,y,
selected,1284359.java,99,114,selected,303112.java,124,137,0.988251,y,
selected,1294939.java,53,64,selected,290368.java,49,60,0.980534,y,
selected,1294939.java,85,98,selected,1756207.java,123,136,1,y,
selected,1347077.java,244,255,selected,1347077.java,261,272,0.966861,y,
selected,1347077.java,244,255,selected,1347077.java,278,289,0.991549,y,
selected,138171.java,326,349,selected,20699.java,383,408,0.97048,y,
selected,1384801.java,84,97,selected,2638560.java,100,115,0.988251,y,
selected,1384801.java,84,97,selected,305641.java,90,103,1,y,
selected,1400704.java,15,32,selected,2524197.java,13,32,0.982813,y,
selected,1400704.java,131,144,selected,2355629.java,124,137,1,y,
selected,140598.java,205,228,selected,1939239.java,203,226,1,y,
selected,142817.java,70,86,selected,1805945.java,65,82,0.992002,y,
selected,142817.java,88,101,selected,290368.java,81,94,1,y,
selected,142817.java,88,101,selected,862235.java,82,95,1,y,
selected,1437744.java,36,55,selected,1923275.java,32,51,1,y,
selected,1469494.java,81,94,selected,2230700.java,84,97,1,y,
selected,1495351.java,23,34,selected,1793068.java,21,32,1,y,
selected,150999.java,91,106,selected,2126890.java,102,114,0.970869,y,
selected,150999.java,91,106,selected,2136134.java,91,106,1,y,
selected,1510991.java,12,29,selected,83530.java,13,30,1,y,
selected,1510991.java,31,46,selected,2641701.java,30,45,1,y,
selected,1520527.java,13,30,selected,862235.java,13,30,1,y,
selected,1520527.java,32,51,selected,1592236.java,69,89,0.945031,y,
selected,1520527.java,32,51,selected,2068859.java,32,51,1,y,
selected,1520527.java,54,66,selected,843447.java,49,60,0.982571,y,
selected,1520527.java,91,106,selected,303112.java,124,137,0.992594,y,
selected,1520527.java,91,106,selected,391616.java,91,106,1,y,
selected,1523381.java,16,36,selected,1677830.java,164,184,0.917302,y,
selected,1523381.java,166,181,selected,386210.java,14,29,0.961639,y,
selected,1523381.java,361,376,selected,2642341.java,219,234,0.96863,y,
selected,15554.java,238,274,selected,15554.java,282,319,0.999386,y,
selected,155563.java,143,166,selected,47775.java,387,412,0.904056,y,
selected,1569687.java,13,30,selected,207949.java,13,30,0.989426,y,
selected,1569687.java,13,30,selected,2355629.java,15,34,0.98181,y,
selected,1569687.java,32,47,selected,2737483.java,35,50,0.980619,y,
selected,1569687.java,32,47,selected,278332.java,36,51,0.980619,y,
selected,1569687.java,76,92,selected,820603.java,65,81,0.951166,y,
selected,1569687.java,94,107,selected,258989.java,84,97,1,y,
selected,1580182.java,97,109,selected,1700691.java,169,181,0.994811,y,
selected,1590567.java,123,136,selected,680103.java,84,97,1,y,
selected,1592236.java,91,104,selected,2068859.java,91,106,0.992594,y,
selected,1596202.java,34,56,selected,515961.java,88,109,0.91176,y,
selected,1596202.java,476,497,selected,2256163.java,186,207,0.9219,y,
selected,1612648.java,51,62,selected,408195.java,58,69,0.968988,y,
selected,1612648.java,80,96,selected,1967310.java,65,82,0.992002,y,
selected,1612648.java,98,111,selected,2518074.java,104,119,0.988251,y,
selected,1612648.java,98,111,selected,2641701.java,92,105,1,y,
selected,1619323.java,13,30,selected,2230700.java,12,29,1,y,
selected,1623431.java,22,39,selected,54736.java,16,33,0.988677,y,
selected,1659238.java,517,526,selected,1659238.java,549,558,0.987495,y,
selected,1661446.java,77,98,selected,2136134.java,69,89,0.989497,y,
selected,1666056.java,152,164,selected,1666056.java,353,365,1,y,
selected,1666056.java,464,471,selected,1666056.java,524,531,0.990894,y,
selected,1677830.java,271,289,selected,743040.java,442,459,0.944953,y,
selected,1700869.java,131,144,selected,2126890.java,102,114,0.991344,y,
selected,1702172.java,53,68,selected,287416.java,106,119,0.910838,n,
selected,1706092.java,256,293,selected,2107697.java,256,293,1,y,
selected,1707897.java,13,30,selected,739390.java,12,29,1,y,
selected,1707897.java,32,57,selected,2518074.java,81,102,0.915006,y,
selected,1707897.java,32,57,selected,2673493.java,36,61,1,y,
selected,1756207.java,53,64,selected,739390.java,49,60,1,y,
selected,1756207.java,67,83,selected,2397323.java,65,81,1,y,
selected,1761885.java,110,153,selected,2645034.java,66,109,0.946309,y,
selected,1768233.java,54,66,selected,756938.java,49,60,0.982571,y,
selected,1791011.java,224,240,selected,955867.java,251,269,0.99996,y,
selected,1791011.java,266,288,selected,233934.java,266,288,1,y,
selected,1792944.java,96,114,selected,2524197.java,66,82,0.913455,y,
selected,1792944.java,116,129,selected,2076846.java,91,106,0.992594,y,
selected,1805945.java,31,48,selected,1867825.java,34,49,0.967358,y,
selected,1805945.java,51,62,selected,613000.java,54,66,0.982571,y,
selected,1845979.java,12,29,selected,2303353.java,13,30,1,y,
selected,1845979.java,12,29,selected,258989.java,13,30,1,y,
selected,1845979.java,12,29,selected,2623280.java,13,30,1,y,
selected,1845979.java,49,60,selected,2448733.java,49,60,1,y,
selected,1845979.java,81,94,selected,2317795.java,129,142,1,y,
selected,1867825.java,52,63,selected,258989.java,52,63,0.963687,y,
selected,1867825.java,119,132,selected,1965175.java,126,141,0.988251,y,
selected,1867825.java,119,132,selected,1990412.java,88,101,1,y,
selected,1873560.java,34,51,selected,1873560.java,70,88,0.932949,y,
selected,1873560.java,53,68,selected,2165036.java,158,174,0.950446,y,
selected,1896950.java,13,30,selected,2641701.java,13,28,0.992376,y,
selected,1896950.java,13,30,selected,487328.java,13,30,1,y,
selected,1896950.java,32,49,selected,2649545.java,35,50,0.958547,y,
selected,1896950.java,52,63,selected,2076846.java,54,66,0.943622,y,
selected,1896950.java,52,63,selected,765090.java,54,66,0.943622,y,
selected,1896950.java,52,63,selected,843447.java,49,60,0.968155,y,
selected,1921468.java,79,90,selected,831035.java,91,102,1,y,
selected,1923275.java,54,66,selected,580159.java,51,62,0.982571,y,
selected,1923275.java,69,89,selected,2076846.java,32,51,0.945031,n,
selected,1923275.java,91,104,selected,2649545.java,85,98,1,y,
selected,1926814.java,796,822,selected,1926814.java,1520,1546,0.951639,y,
selected,1967310.java,12,29,selected,251383.java,12,29,1,y,
selected,1967310.java,51,62,selected,305641.java,57,68,1,y,
selected,1990163.java,13,25,selected,2255160.java,13,25,0.938818,y,
selected,1990163.java,57,61,selected,2401992.java,26,31,0.921153,y,
selected,1990412.java,36,53,selected,820603.java,31,48,1,y,
selected,1990412.java,70,86,selected,2230700.java,65,82,0.992002,y,
selected,1990412.java,70,86,selected,580159.java,65,81,1,y,
selected,1996720.java,142,167,selected,372783.java,222,247,1,y,
selected,1997854.java,13,30,selected,2644700.java,14,31,0.989426,y,
selected,2005952.java,49,60,selected,2448733.java,49,60,1,y,
selected,2047011.java,36,59,selected,2133980.java,79,99,0.901751,y,
selected,2047011.java,62,76,selected,2518074.java,64,78,0.941961,y,
selected,2047011.java,126,141,selected,303112.java,124,137,0.988251,y,
selected,2053752.java,113,129,selected,2053752.java,146,162,0.987089,y,
selected,2068337.java,14,31,selected,701947.java,12,29,0.991706,y,
selected,2068337.java,116,129,selected,303112.java,124,137,1,y,
selected,2068859.java,32,51,selected,765090.java,69,89,0.945031,n,
selected,2068859.java,54,66,selected,2230700.java,51,62,0.982571,y,
selected,2068859.java,91,106,selected,2737483.java,85,98,0.992594,y,
selected,2075318.java,61,71,selected,2075318.java,73,83,1,y,
selected,2076846.java,13,30,selected,31287.java,12,29,1,y,
selected,207949.java,13,30,selected,701947.java,12,29,1,y,
selected,2107697.java,295,319,selected,530483.java,189,213,0.918853,y,
selected,2121432.java,14,31,selected,743040.java,710,727,1,y,
selected,2121432.java,52,67,selected,2165036.java,176,192,0.909841,y,
selected,2121432.java,52,67,selected,2240871.java,39,54,0.967665,y,
selected,2121432.java,52,67,selected,743040.java,767,782,0.91629,y,
selected,2126890.java,17,34,selected,2641701.java,13,28,0.992023,y,
selected,2126890.java,36,51,selected,2649545.java,35,50,0.939999,y,
selected,2133980.java,62,76,selected,765090.java,54,66,0.97011,y,
selected,2133980.java,79,99,selected,2623280.java,69,89,0.992311,y,
selected,2133980.java,126,141,selected,2392084.java,95,108,0.988251,y,
selected,2136134.java,69,89,selected,83530.java,69,89,1,y,
selected,2136134.java,91,106,selected,2303353.java,91,106,1,y,
selected,2136134.java,91,106,selected,2518074.java,104,119,0.999314,y,
selected,2136134.java,91,106,selected,613232.java,129,144,0.999314,y,
selected,2165036.java,158,174,selected,743040.java,949,965,0.929048,y,
selected,2165036.java,176,192,selected,2165036.java,367,383,0.956732,y,
selected,2165036.java,194,210,selected,743040.java,529,544,0.938792,y,
selected,2165036.java,349,365,selected,2165036.java,449,465,0.936556,y,
selected,2205567.java,95,110,selected,37885.java,95,110,1,y,
selected,2230700.java,51,62,selected,739390.java,49,60,1,y,
selected,2233480.java,95,110,selected,633393.java,83,96,0.992594,y,
selected,2240871.java,39,54,selected,760509.java,87,102,0.901013,y,
selected,2277367.java,687,719,selected,776211.java,701,732,0.994586,y,
selected,2307094.java,230,249,selected,2307094.java,538,559,0.934501,y,
selected,2310325.java,346,358,selected,2406596.java,353,365,1,y,
selected,2310325.java,942,963,selected,2406596.java,731,752,1,y,
selected,2317795.java,14,31,selected,580159.java,12,29,0.990437,y,
selected,2317795.java,129,142,selected,2399615.java,84,97,1,y,
selected,233934.java,365,392,selected,955867.java,477,502,0.910735,y,
selected,234194.java,14,31,selected,2399615.java,12,29,0.990437,y,
selected,2353926.java,17,34,selected,278332.java,17,34,1,y,
selected,2353926.java,17,34,selected,408195.java,14,31,0.966768,y,
selected,2353926.java,36,51,selected,2355629.java,36,51,1,y,
selected,2353926.java,36,51,selected,745206.java,31,46,1,y,
selected,2353926.java,54,65,selected,408195.java,58,69,0.968988,y,
selected,2355629.java,54,65,selected,2399615.java,51,62,1,y,
selected,2355629.java,68,84,selected,2448733.java,63,79,1,y,
selected,2355629.java,124,137,selected,2737483.java,85,98,1,y,
selected,2372136.java,113,126,selected,251383.java,81,94,1,y,
selected,2372136.java,113,126,selected,2737483.java,85,98,1,y,
selected,2392084.java,36,55,selected,549461.java,32,51,1,y,
selected,2392084.java,58,70,selected,2397323.java,51,62,0.950538,y,
selected,2392084.java,58,70,selected,2444706.java,58,72,0.908865,y,
selected,2397323.java,65,81,selected,2448733.java,63,79,1,y,
selected,2397323.java,83,96,selected,2512045.java,129,144,0.988251,y,
selected,2397323.java,83,96,selected,2641701.java,92,105,1,y,
selected,2413297.java,237,251,selected,2671129.java,213,227,0.980896,y,
selected,2444706.java,96,114,selected,2448733.java,63,79,0.964967,y,
selected,2448733.java,49,60,selected,258989.java,52,63,0.963687,y,
selected,2448733.java,63,79,selected,2649545.java,67,83,1,y,
selected,2465429.java,440,451,selected,2465429.java,483,494,0.95308,y,
selected,2491480.java,209,232,selected,2491480.java,574,595,0.961148,y,
selected,2491480.java,515,538,selected,2491480.java,574,595,0.973802,y,
selected,2492896.java,984,998,selected,2492896.java,1000,1014,0.950554,y,
selected,2512045.java,81,102,selected,665559.java,73,93,0.989497,y,
selected,251383.java,81,94,selected,281911.java,98,111,1,y,
selected,2524197.java,52,63,selected,31287.java,49,60,1,y,
selected,2537046.java,425,437,selected,2537046.java,463,474,0.968815,y,
selected,258989.java,13,30,selected,765090.java,13,30,1,y,
selected,2610724.java,81,102,selected,996340.java,79,100,0.927869,y,
selected,2625886.java,46,65,selected,2625886.java,89,108,0.993053,y,
selected,262787.java,34,50,selected,565465.java,35,52,0.962914,y,
selected,2638560.java,13,30,selected,278332.java,17,34,0.974854,y,
selected,2638560.java,100,115,selected,552536.java,127,140,0.988251,y,
selected,2641701.java,92,105,selected,2649545.java,85,98,1,y,
selected,2641701.java,92,105,selected,290368.java,81,94,1,y,
selected,2641701.java,92,105,selected,549461.java,91,104,1,y,
selected,2642341.java,219,234,selected,743040.java,615,631,0.926825,y,
selected,2649545.java,53,64,selected,278332.java,54,65,0.980534,y,
selected,2660539.java,137,154,selected,2660539.java,172,189,0.937144,y,
selected,2673493.java,104,119,selected,680103.java,84,97,0.988251,y,
selected,2673493.java,104,119,selected,83530.java,91,106,0.999314,y,
selected,2711455.java,1326,1357,selected,776211.java,1149,1180,0.992667,y,
selected,278332.java,54,65,selected,391616.java,54,66,0.982571,y,
selected,281911.java,13,30,selected,739390.java,12,29,0.989426,y,
selected,281911.java,65,77,selected,303112.java,54,65,0.976103,y,
selected,281911.java,65,77,selected,665559.java,58,70,0.927497,y,
selected,281911.java,65,77,selected,701947.java,51,62,0.976103,y,
selected,281911.java,98,111,selected,549461.java,91,104,1,y,
selected,281911.java,98,111,selected,701947.java,84,97,1,y,
selected,290368.java,63,79,selected,303112.java,68,84,1,y,
selected,290368.java,81,94,selected,303112.java,124,137,1,y,
selected,298957.java,75,86,selected,298957.java,262,274,0.903121,y,
selected,303112.java,15,34,selected,487328.java,13,30,0.992037,y,
selected,303112.java,15,34,selected,701947.java,12,29,0.992037,y,
selected,358730.java,49,60,selected,765090.java,54,66,0.982571,y,
selected,37885.java,58,70,selected,810202.java,53,64,0.979323,y,
selected,37885.java,73,93,selected,844937.java,36,55,0.95512,n,
selected,386210.java,31,46,selected,743040.java,529,544,0.94001,y,
selected,391616.java,13,30,selected,487328.java,13,30,1,y,
selected,398122.java,316,342,selected,433427.java,316,342,1,y,
selected,420753.java,273,303,selected,420753.java,305,335,0.906549,y,
selected,47775.java,37,62,selected,96396.java,189,212,0.920612,y,
selected,47775.java,135,158,selected,47775.java,239,262,0.989521,y,
selected,506069.java,93,108,selected,506069.java,305,320,0.952883,y,
selected,517398.java,54,65,selected,701947.java,51,62,1,y,
selected,549461.java,54,66,selected,665559.java,58,70,0.934984,y,
selected,549461.java,54,66,selected,765090.java,54,66,1,y,
selected,549461.java,91,104,selected,955227.java,129,142,1,y,
selected,613232.java,129,144,selected,680103.java,84,97,0.988251,y,
selected,633393.java,65,81,selected,862235.java,64,80,0.992746,y,
selected,650511.java,243,262,selected,650511.java,304,321,0.962506,y,
selected,650511.java,264,283,selected,650511.java,1308,1325,0.984918,y,
selected,665559.java,36,55,selected,765090.java,32,51,1,y,
selected,665559.java,95,110,selected,680103.java,84,97,0.992594,y,
selected,739390.java,81,94,selected,745206.java,81,94,1,y,
selected,743040.java,140,157,selected,760509.java,87,102,0.920663,y,
selected,743040.java,303,319,selected,743040.java,391,406,0.943898,y,
selected,743040.java,495,510,selected,743040.java,615,631,0.909608,y,
selected,743040.java,597,613,selected,743040.java,767,782,0.934323,y,
selected,756938.java,81,94,selected,820603.java,83,96,1,y,
selected,756938.java,81,94,selected,843447.java,81,94,1,y,
selected,776211.java,1221,1252,selected,776211.java,1329,1360,0.992667,y,
selected,780597.java,45,59,selected,780597.java,491,502,0.910127,y,
selected,780597.java,418,432,selected,780597.java,1483,1497,1,y,
selected,780597.java,717,732,selected,780597.java,1312,1328,0.903204,y,
selected,780597.java,735,750,selected,780597.java,1465,1481,0.909884,y,
selected,780597.java,779,793,selected,780597.java,1627,1643,0.900609,y,
selected,780597.java,1362,1378,selected,780597.java,1483,1497,0.940526,y,
selected,780597.java,1564,1578,selected,780597.java,1663,1677,0.933736,y,
selected,780597.java,1714,1729,selected,780597.java,1731,1746,0.984419,y,
